uniqueVisitId,hitId,pagePath,ecommerce_action_type,transactionid
3318226751951136677:1481310267,3318226751951136677:1481310267:32,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
0499173638332659780:1481296106,0499173638332659780:1481296106:34,/google+redesign/accessories/stickers/quickview,2,
0499173638332659780:1481296106,0499173638332659780:1481296106:38,/google+redesign/office/stickers/google+doodle+decal.axd,3,
1720006022504089919:1481339922,1720006022504089919:1481339922:29,/ordercompleted.html,6,ORD201612092739
1856749147915772585:1481309919,1856749147915772585:1481309919:35,/basket.html,4,
1856749147915772585:1481309919,1856749147915772585:1481309919:37,/basket.html,4,
2241578867926472295:1481293032,2241578867926472295:1481293032:11,/google+redesign/apparel/kid+s/kid+s+infant,1,
2241578867926472295:1481293032,2241578867926472295:1481293032:13,/google+redesign/apparel/kid+s/kid+s+infant,1,
2241578867926472295:1481293032,2241578867926472295:1481293032:50,/yourinfo.html,5,
7866911767663069733:1481312908,7866911767663069733:1481312908:8,/google+redesign/office/notebooks++journals,1,
7866911767663069733:1481312908,7866911767663069733:1481312908:42,/store.html,3,
7866911767663069733:1481312908,7866911767663069733:1481312908:49,/payment.html,5,
0499173638332659780:1481306484,0499173638332659780:1481306484:29,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
0499173638332659780:1481306484,0499173638332659780:1481306484:30,/google+redesign/apparel/men++s/men++s+t+shirts,3,
0499173638332659780:1481306484,0499173638332659780:1481306484:46,/google+redesign/accessories/stickers,3,
9935363478089463685:1481281048,9935363478089463685:1481281048:6,/google+redesign/apparel/men++s/men++s+outerwear,1,
9935363478089463685:1481281048,9935363478089463685:1481281048:8,/google+redesign/apparel/men++s/men++s+outerwear,1,
9935363478089463685:1481281048,9935363478089463685:1481281048:18,/google+redesign/apparel/men++s/men++s+t+shirts,1,
9935363478089463685:1481281048,9935363478089463685:1481281048:36,/google+redesign/bags/more+bags/quickview,2,
9935363478089463685:1481281048,9935363478089463685:1481281048:40,/google+redesign/bags/water+bottles+and+tumblers,1,
9935363478089463685:1481281048,9935363478089463685:1481281048:53,/google+redesign/apparel/kid+s/kid+s+infant,3,
2599676173769413395:1478903489,2599676173769413395:1478903489:12,/google+redesign/apparel/men++s/men++s+t+shirts,3,
6861503307168230520:1478906412,6861503307168230520:1478906412:6,/asearch.html/quickview,2,
6861503307168230520:1478906412,6861503307168230520:1478906412:17,/asearch.html,1,
6861503307168230520:1478906412,6861503307168230520:1478906412:19,/asearch.html,3,
6052942831968839151:1478892589,6052942831968839151:1478892589:6,/google+redesign/apparel/kid+s/kid+s+toddler/quickview,2,
6052942831968839151:1478892589,6052942831968839151:1478892589:35,/yourinfo.html,5,
3012110963728058683:1475437517,3012110963728058683:1475437517:5,/google+redesign/electronics/electronics+accessories,1,
4104966866882196262:1475439165,4104966866882196262:1475439165:4,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
2351329739798371879:1475466703,2351329739798371879:1475466703:4,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
2351329739798371879:1475466703,2351329739798371879:1475466703:6,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
0010943744954692618:1471299893,0010943744954692618:1471299893:2,/google+redesign/apparel/women+s/women+s+t+shirts,1,
5610158028533069265:1471307135,5610158028533069265:1471307135:2,/google+redesign/fruit-games,1,
6880196724589923205:1471284635,6880196724589923205:1471284635:2,/google+redesign/office/stickers,1,
8098647209729814487:1471257886,8098647209729814487:1471257886:5,/google+redesign/office,1,
280654828341760912:1471273854,280654828341760912:1471273854:5,/google+redesign/drinkware,3,
5227534419986972726:1471285286,5227534419986972726:1471285286:5,/google+redesign/electronics,1,
5441607973413399334:1471249391,5441607973413399334:1471249391:6,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
5441607973413399334:1471249391,5441607973413399334:1471249391:10,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
7275643317185748209:1471320681,7275643317185748209:1471320681:10,/google+redesign/drinkware,1,
5078098537042693472:1471290169,5078098537042693472:1471290169:8,/google+redesign/office,1,
9890188442207621185:1471304560,9890188442207621185:1471304560:8,/google+redesign/shop+by+brand/youtube/quickview,2,
1761839274702082188:1471283562,1761839274702082188:1471283562:7,/google+redesign/shop+by+brand/youtube,1,
1761839274702082188:1471283562,1761839274702082188:1471283562:12,/yourinfo.html,5,
1761839274702082188:1471283562,1761839274702082188:1471283562:14,/payment.html,5,
1856749147915772585:1471289156,1856749147915772585:1471289156:11,/payment.html,5,
1856749147915772585:1471289156,1856749147915772585:1471289156:12,/revieworder.html,5,
1856749147915772585:1471289156,1856749147915772585:1471289156:15,/basket.html,4,
6038894733404144907:1481566375,6038894733404144907:1481566375:7,/google+redesign/electronics/audio/quickview,2,
2284519142155306854:1481599580,2284519142155306854:1481599580:9,/google+redesign/drinkware/mugs+and+cups,3,
5741072004089200078:1481534984,5741072004089200078:1481534984:6,/google+redesign/electronics/power/quickview,2,
5741072004089200078:1481534984,5741072004089200078:1481534984:11,/google+redesign/electronics/electronics+accessories,1,
2552282776770454486:1481555783,2552282776770454486:1481555783:6,/google+redesign/accessories/fun/quickview,2,
2552282776770454486:1481555783,2552282776770454486:1481555783:10,/google+redesign/accessories/fun/quickview,2,
2552282776770454486:1481555783,2552282776770454486:1481555783:14,/google+redesign/accessories/fun,1,
7532063418756779019:1481591179,7532063418756779019:1481591179:13,/google+redesign/electronics/flashlights/quickview,2,
6402267118449500708:1481602551,6402267118449500708:1481602551:5,/google+redesign/apparel/men+s+google+performance+dry+full+zip+jacket+black.axd,3,
3505565492801717587:1481603346,3505565492801717587:1481603346:12,/google+redesign/apparel/men++s/men++s+outerwear,1,
9466497374348780767:1481564145,9466497374348780767:1481564145:15,/google+redesign/electronics,1,
6297315177129333197:1481549863,6297315177129333197:1481549863:17,/ordercompleted.html,6,ORD201612123292
3317560668778188891:1481582714,3317560668778188891:1481582714:5,/asearch.html,1,
3317560668778188891:1481582714,3317560668778188891:1481582714:10,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
9082134836114453225:1481581605,9082134836114453225:1481581605:6,/google+redesign/bags/backpacks,1,
9806039139901029097:1481567852,9806039139901029097:1481567852:11,/google+redesign/apparel/men++s/men++s+outerwear/quickview,2,
1373796082164312098:1481597265,1373796082164312098:1481597265:12,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+white.axd,3,
1373796082164312098:1481597265,1373796082164312098:1481597265:18,/google+redesign/shop+by+brand/youtube/quickview,2,
8929834023134229317:1481583210,8929834023134229317:1481583210:11,/google+redesign/bags/quickview,2,
8929834023134229317:1481583210,8929834023134229317:1481583210:15,/google+redesign/bags,1,
5172416976475241536:1481583424,5172416976475241536:1481583424:11,/google+redesign/office/notebooks++journals,1,
5172416976475241536:1481583424,5172416976475241536:1481583424:28,/revieworder.html,5,
5990814637864284423:1481574169,5990814637864284423:1481574169:3,/google+redesign/gift+cards/quickview,2,
5990814637864284423:1481574169,5990814637864284423:1481574169:13,/google+redesign/gift+cards/quickview,2,
5990814637864284423:1481574169,5990814637864284423:1481574169:23,/google+redesign/gift+cards/quickview,2,
3506542625236694217:1481604642,3506542625236694217:1481604642:3,/google+redesign/apparel/women+s,1,
3506542625236694217:1481604642,3506542625236694217:1481604642:20,/google+redesign/apparel/men++s/men++s+t+shirts,1,
7574617353460613813:1481577397,7574617353460613813:1481577397:10,/google+redesign/office/notebooks++journals/quickview,2,
7574617353460613813:1481577397,7574617353460613813:1481577397:11,/google+redesign/office/notebooks++journals,1,
7574617353460613813:1481577397,7574617353460613813:1481577397:16,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
7574617353460613813:1481577397,7574617353460613813:1481577397:21,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
7574617353460613813:1481577397,7574617353460613813:1481577397:26,/google+redesign/office/notebooks++journals/quickview,2,
5114967581308408726:1481603556,5114967581308408726:1481603556:51,/google+redesign/electronics/electronics+accessories,1,
2196526017972046702:1481539171,2196526017972046702:1481539171:44,/google+redesign/apparel/men++s/men++s+t+shirts,1,
2196526017972046702:1481539171,2196526017972046702:1481539171:45,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
3591160643290359563:1481589735,3591160643290359563:1481589735:12,/google+redesign/bags/backpacks/quickview,2,
3591160643290359563:1481589735,3591160643290359563:1481589735:59,/yourinfo.html,5,
3591160643290359563:1481589735,3591160643290359563:1481589735:62,/revieworder.html,5,
8328595660449582446:1481569137,8328595660449582446:1481569137:13,/google+redesign/apparel/men++s,3,
8328595660449582446:1481569137,8328595660449582446:1481569137:48,/asearch.html,1,
8328595660449582446:1481569137,8328595660449582446:1481569137:60,/ordercompleted.html,6,ORD201612123663
976293176649546544:1481596587,976293176649546544:1481596587:28,/google+redesign/bags/shopping+and+totes/quickview,2,
976293176649546544:1481596587,976293176649546544:1481596587:34,/google+redesign/bags/shopping+and+totes/quickview,2,
976293176649546544:1481596587,976293176649546544:1481596587:43,/google+redesign/bags/more+bags,1,
976293176649546544:1481596587,976293176649546544:1481596587:48,/google+redesign/bags/shopping+and+totes/quickview,2,
976293176649546544:1481596587,976293176649546544:1481596587:61,/google+redesign/bags/shopping+and+totes,1,
976293176649546544:1481596587,976293176649546544:1481596587:63,/google+redesign/bags/shopping+and+totes,1,
976293176649546544:1481596587,976293176649546544:1481596587:69,/google+redesign/bags/shopping+and+totes/quickview,2,
4893030302006714352:1481589020,4893030302006714352:1481589020:4,/google+redesign/bags/shopping+and+totes,1,
4893030302006714352:1481589020,4893030302006714352:1481589020:22,/google+redesign/accessories/stickers,1,
4893030302006714352:1481589020,4893030302006714352:1481589020:49,/google+redesign/office/notebooks++journals/quickview,2,
4893030302006714352:1481589020,4893030302006714352:1481589020:64,/google+redesign/office/notebooks+journals/spiral+notebook+pen+set.axd,3,
4893030302006714352:1481589020,4893030302006714352:1481589020:84,/google+redesign/apparel/kid+s/kid+s+infant,1,
4893030302006714352:1481589020,4893030302006714352:1481589020:85,/google+redesign/apparel/kid+s/kid+s+infant/quickview,2,
5231836569432804184:1474828547,5231836569432804184:1474828547:2,/google+redesign/apparel/men++s/men++s+t+shirts,1,
5685480355522461025:1474855556,5685480355522461025:1474855556:5,/google+redesign/bags/water+bottles+and+tumblers,3,
9299844080646730829:1474858262,9299844080646730829:1474858262:5,/google+redesign/drinkware,1,
3828049833505450775:1474836107,3828049833505450775:1474836107:7,/google+redesign/apparel/headgear,1,
2926160901126750769:1474854600,2926160901126750769:1474854600:4,/google+redesign/apparel/men++s/men++s+outerwear/quickview,2,
2926160901126750769:1474854600,2926160901126750769:1474854600:11,/google+redesign/apparel/men++s/men++s+t+shirts,1,
7316895812888784339:1474789499,7316895812888784339:1474789499:6,/google+redesign/electronics/quickview,2,
7316895812888784339:1474789499,7316895812888784339:1474789499:7,/google+redesign/electronics,1,
6020887588107619808:1474868516,6020887588107619808:1474868516:11,/google+redesign/shop+by+brand/google,1,
7028374326525437774:1474847919,7028374326525437774:1474847919:3,/google+redesign/office/writing+instruments,1,
7028374326525437774:1474847919,7028374326525437774:1474847919:7,/google+redesign/office/writing+instruments,1,
7028374326525437774:1474847919,7028374326525437774:1474847919:14,/google+redesign/office/writing+instruments/quickview,2,
7028374326525437774:1474847919,7028374326525437774:1474847919:21,/google+redesign/apparel/headgear,1,
7028374326525437774:1474847919,7028374326525437774:1474847919:28,/google+redesign/office/writing+instruments/quickview,2,
3575123589312890404:1474849149,3575123589312890404:1474849149:5,/google+redesign/apparel,1,
3575123589312890404:1474849149,3575123589312890404:1474849149:21,/google+redesign/office,1,
280654828341760912:1471273854,280654828341760912:1471273854:2,/google+redesign/drinkware,1,
5227534419986972726:1471285286,5227534419986972726:1471285286:6,/google+redesign/electronics/quickview,2,
3805507067248903484:1471280265,3805507067248903484:1471280265:5,/google+redesign/drinkware,1,
3805507067248903484:1471280265,3805507067248903484:1471280265:8,/google+redesign/bags,1,
7275643317185748209:1471320681,7275643317185748209:1471320681:11,/google+redesign/drinkware/quickview,2,
9890188442207621185:1471304560,9890188442207621185:1471304560:6,/google+redesign/shop+by+brand/youtube,1,
9890188442207621185:1471304560,9890188442207621185:1471304560:10,/google+redesign/shop+by+brand/youtube/quickview,2,
8277912134030733380:1471304541,8277912134030733380:1471304541:4,/google+redesign/apparel/men++s/men++s+t+shirts,1,
8277912134030733380:1471304541,8277912134030733380:1471304541:11,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
1761839274702082188:1471283562,1761839274702082188:1471283562:15,/revieworder.html,5,
1173343665131737731:1471317194,1173343665131737731:1471317194:15,/google+redesign/shop+by+brand/google/quickview,2,
1173343665131737731:1471317194,1173343665131737731:1471317194:16,/google+redesign/shop+by+brand/google,1,
1856749147915772585:1471289156,1856749147915772585:1471289156:10,/yourinfo.html,5,
4479132073421243675:1471803877,4479132073421243675:1471803877:8,/google+redesign/bags/quickview,2,
1094399228354244668:1471834189,1094399228354244668:1471834189:3,/google+redesign/office/quickview,2,
1094399228354244668:1471834189,1094399228354244668:1471834189:7,/google+redesign/office,1,
1143389948637003785:1471819259,1143389948637003785:1471819259:5,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
6672856364855452095:1479558656,6672856364855452095:1479558656:4,/google+redesign/bags/quickview,2,
5109102433768655935:1479597450,5109102433768655935:1479597450:4,/google+redesign/bags/quickview,2,
2244927188470857993:1479616415,2244927188470857993:1479616415:7,/google+redesign/drinkware/quickview,2,
670827392013973572:1477328437,670827392013973572:1477328437:1,/google+redesign/drinkware,1,
5364712678595775938:1477343897,5364712678595775938:1477343897:7,/google+redesign/shop+by+brand/youtube/quickview,2,
8261475104716149113:1477320056,8261475104716149113:1477320056:5,/google+redesign/apparel/men++s/men++s+t+shirts,1,
8261475104716149113:1477320056,8261475104716149113:1477320056:7,/google+redesign/apparel/men++s/men++s+t+shirts,3,
8450688138047657758:1477322261,8450688138047657758:1477322261:5,/google+redesign/bags/backpacks/quickview,2,
235043003725411619:1477370104,235043003725411619:1477370104:12,/google+redesign/office,1,
2214286166379842562:1477331706,2214286166379842562:1477331706:12,/google+redesign/drinkware/mugs+and+cups,1,
2214286166379842562:1477331706,2214286166379842562:1477331706:18,/google+redesign/apparel/kid+s/kid+s+toddler/quickview,2,
7651143001782829792:1477314221,7651143001782829792:1477314221:6,/google+redesign/apparel/men++s/men++s+t+shirts,3,
0084672076187547040:1477345094,0084672076187547040:1477345094:17,/google+redesign/apparel,1,
2777282472787326839:1477378125,2777282472787326839:1477378125:11,/google+redesign/apparel/women+s/women+s+outerwear/quickview,2,
2777282472787326839:1477378125,2777282472787326839:1477378125:19,/google+redesign/apparel/kid+s/kid+s+infant,3,
2777282472787326839:1477378125,2777282472787326839:1477378125:23,/basket.html,4,
2777282472787326839:1477378125,2777282472787326839:1477378125:30,/google+redesign/electronics/electronics+accessories,1,
0878351057815860844:1477340578,0878351057815860844:1477340578:16,/google+redesign/apparel/quickview,2,
0878351057815860844:1477340578,0878351057815860844:1477340578:18,/google+redesign/apparel/quickview,2,
197469140498985637:1477342921,197469140498985637:1477342921:13,/google+redesign/accessories/fun/quickview,2,
197469140498985637:1477342921,197469140498985637:1477342921:19,/google+redesign/accessories/fun/quickview,2,
2905103434208919847:1477320061,2905103434208919847:1477320061:4,/google+redesign/office/office+other,1,
670827392013973572:1477328437,670827392013973572:1477328437:3,/google+redesign/drinkware,1,
9470153289485556684:1477323588,9470153289485556684:1477323588:6,/google+redesign/bags/backpacks/quickview,2,
2281371421025390862:1477336847,2281371421025390862:1477336847:10,/google+redesign/electronics/audio/quickview,2,
6767197648375829580:1477354516,6767197648375829580:1477354516:9,/google+redesign/electronics/quickview,2,
6767197648375829580:1477354516,6767197648375829580:1477354516:11,/google+redesign/electronics,1,
0638185670693856928:1477366308,0638185670693856928:1477366308:8,/google+redesign/bags/quickview,2,
7651143001782829792:1477314221,7651143001782829792:1477314221:3,/google+redesign/apparel/men++s/men++s+t+shirts,1,
7651143001782829792:1477314221,7651143001782829792:1477314221:5,/google+redesign/apparel/men++s/men++s+t+shirts,3,
0084672076187547040:1477345094,0084672076187547040:1477345094:9,/google+redesign/apparel,1,
0084672076187547040:1477345094,0084672076187547040:1477345094:20,/google+redesign/apparel,1,
0878351057815860844:1477340578,0878351057815860844:1477340578:11,/google+redesign/apparel,1,
0878351057815860844:1477340578,0878351057815860844:1477340578:20,/google+redesign/apparel/quickview,2,
6238097819613578010:1477341581,6238097819613578010:1477341581:9,/google+redesign/bags/backpacks,3,
197469140498985637:1477342921,197469140498985637:1477342921:6,/google+redesign/accessories/fun/quickview,2,
197469140498985637:1477342921,197469140498985637:1477342921:8,/google+redesign/accessories/fun/quickview,2,
197469140498985637:1477342921,197469140498985637:1477342921:9,/google+redesign/accessories/fun,1,
197469140498985637:1477342921,197469140498985637:1477342921:12,/google+redesign/accessories/fun,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:5,/google+redesign/apparel/men++s/men++s+outerwear/quickview,2,
8948209206502634450:1477292746,8948209206502634450:1477292746:9,/google+redesign/apparel/mens/mens+performance+wear,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:19,/google+redesign/apparel/headgear,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:47,/google+redesign/apparel/women+s/women+s+outerwear/quickview,2,
8948209206502634450:1477292746,8948209206502634450:1477292746:48,/google+redesign/apparel/women+s/women+s+outerwear,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:52,/google+redesign/apparel/women+s/women+s+outerwear/quickview,2,
8948209206502634450:1477292746,8948209206502634450:1477292746:75,/google+redesign/apparel/men+s+google+quilted+insulated+vest+black.axd,3,
0962996931279982608:1475474052,0962996931279982608:1475474052:4,/google+redesign/apparel/quickview,2,
0962996931279982608:1475474052,0962996931279982608:1475474052:18,/payment.html,5,
0962996931279982608:1475474052,0962996931279982608:1475474052:22,/payment.html,5,
0962996931279982608:1475474052,0962996931279982608:1475474052:27,/revieworder.html,5,
0962996931279982608:1475474052,0962996931279982608:1475474052:29,/ordercompleted.html,6,ORD20161002993
1424462670395820604:1475409887,1424462670395820604:1475409887:23,/google+redesign/electronics,1,
1424462670395820604:1475409887,1424462670395820604:1475409887:25,/google+redesign/electronics,1,
3390121674939738412:1475457881,3390121674939738412:1475457881:5,/basket.html,4,
3390121674939738412:1475457881,3390121674939738412:1475457881:19,/store.html,1,
3390121674939738412:1475455384,3390121674939738412:1475455384:12,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
3390121674939738412:1475455384,3390121674939738412:1475455384:23,/asearch.html,1,
3390121674939738412:1475455384,3390121674939738412:1475455384:33,/asearch.html/quickview,2,
7807721401414888520:1475451024,7807721401414888520:1475451024:16,/google+redesign/shop+by+brand/google/quickview,2,
7807721401414888520:1475451024,7807721401414888520:1475451024:17,/google+redesign/shop+by+brand/google,1,
7807721401414888520:1475451024,7807721401414888520:1475451024:23,/google+redesign/drinkware/quickview,2,
7807721401414888520:1475451024,7807721401414888520:1475451024:24,/google+redesign/drinkware,1,
7807721401414888520:1475451024,7807721401414888520:1475451024:25,/google+redesign/drinkware/quickview,2,
7807721401414888520:1475451024,7807721401414888520:1475451024:34,/google+redesign/drinkware/quickview,2,
7807721401414888520:1475451024,7807721401414888520:1475451024:39,/google+redesign/drinkware,1,
815659625126021996:1481301280,815659625126021996:1481301280:5,/google+redesign/shop+by+brand/youtube,3,
1761066245252903432:1481295552,1761066245252903432:1481295552:3,/google+redesign/shop+by+brand/youtube/quickview,2,
1761066245252903432:1481295552,1761066245252903432:1481295552:6,/google+redesign/shop+by+brand/youtube/quickview,2,
948942301619314838:1481331245,948942301619314838:1481331245:9,/google+redesign/apparel/kid+s/kid+s+infant,1,
2405008838140625306:1481303661,2405008838140625306:1481303661:8,/revieworder.html,5,
2405008838140625306:1481303661,2405008838140625306:1481303661:10,/ordercompleted.html,6,ORD201612092235
4479132073421243675:1471803877,4479132073421243675:1471803877:9,/google+redesign/bags/quickview,2,
9854131233034245438:1471794746,9854131233034245438:1471794746:8,/google+redesign/bags,1,
0644684840366562409:1471837035,0644684840366562409:1471837035:8,/google+redesign/shop+by+brand/android,1,
0644684840366562409:1471837035,0644684840366562409:1471837035:9,/google+redesign/shop+by+brand/android/quickview,2,
1094399228354244668:1471834189,1094399228354244668:1471834189:6,/google+redesign/office/quickview,2,
3943389409601089457:1471843001,3943389409601089457:1471843001:8,/google+redesign/bags,1,
7407756872406502381:1471829159,7407756872406502381:1471829159:8,/store.html,1,
7407756872406502381:1471829159,7407756872406502381:1471829159:9,/store.html/quickview,2,
2345616772508435693:1471830245,2345616772508435693:1471830245:13,/google+redesign/bags,1,
8302710133398660356:1471797798,8302710133398660356:1471797798:24,/google+redesign/office,3,
8302710133398660356:1471797798,8302710133398660356:1471797798:29,/store.html/quickview,2,
8948209206502634450:1477292746,8948209206502634450:1477292746:10,/google+redesign/apparel/mens/mens+performance+wear/quickview,2,
8948209206502634450:1477292746,8948209206502634450:1477292746:15,/google+redesign/apparel/headgear/quickview,2,
8948209206502634450:1477292746,8948209206502634450:1477292746:31,/store.html,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:40,/google+redesign/apparel/men++s/men++s+outerwear,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:41,/google+redesign/apparel/men++s/men++s+outerwear,1,
8948209206502634450:1477292746,8948209206502634450:1477292746:53,/google+redesign/apparel/women+s/women+s+outerwear,1,
2120739286981065717:1471651074,2120739286981065717:1471651074:19,/ordercompleted.html,6,ORD201608191447
2120739286981065717:1471651074,2120739286981065717:1471651074:20,/ordercompleted.html,6,ORD201608191447
549077280090521318:1481310483,549077280090521318:1481310483:7,/google+redesign/drinkware,3,
9058980052168113494:1481304133,9058980052168113494:1481304133:9,/google+redesign/apparel/quickview,2,
111067897738058416:1481304384,111067897738058416:1481304384:9,/asearch.html,1,
5370842366618648178:1481315706,5370842366618648178:1481315706:14,/ordercompleted.html,6,ORD201612092433
0978629950221115639:1481305212,0978629950221115639:1481305212:5,/google+redesign/bags/more+bags,1,
0978629950221115639:1481305212,0978629950221115639:1481305212:11,/google+redesign/office/notebooks++journals,1,
0480499733462960996:1481312529,0480499733462960996:1481312529:14,/google+redesign/apparel/men++s/men++s+t+shirts,1,
5370842366618648178:1481315236,5370842366618648178:1481315236:3,/google+redesign/apparel/kid+s/kid+s+toddler/quickview,2,
5370842366618648178:1481315236,5370842366618648178:1481315236:10,/google+redesign/apparel/kid+s/kid+s+toddler,3,
86439549065030167:1481303313,86439549065030167:1481303313:9,/google+redesign/accessories/fun,1,
86439549065030167:1481303313,86439549065030167:1481303313:29,/ordercompleted.html,6,ORD201612092682
7478576607403070151:1481315838,7478576607403070151:1481315838:23,/google+redesign/accessories/quickview,2,
3318226751951136677:1481310267,3318226751951136677:1481310267:16,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
3318226751951136677:1481310267,3318226751951136677:1481310267:27,/google+redesign/apparel/women+s/women+s+t+shirts/quickview,2,
3318226751951136677:1481310267,3318226751951136677:1481310267:28,/google+redesign/apparel/women+s/women+s+t+shirts,1,
0499173638332659780:1481296106,0499173638332659780:1481296106:11,/google+redesign/apparel/mens+outerwear/google+mens+zip+hoodie.axd,3,
1720006022504089919:1481339922,1720006022504089919:1481339922:27,/revieworder.html,5,
1856749147915772585:1481309919,1856749147915772585:1481309919:13,/basket.html,4,
2241578867926472295:1481293032,2241578867926472295:1481293032:4,/google+redesign/apparel/kid+s/kid+s+infant/quickview,2,
2241578867926472295:1481293032,2241578867926472295:1481293032:22,/google+redesign/apparel/kid+s/kid+s+infant/quickview,2,
2241578867926472295:1481293032,2241578867926472295:1481293032:43,/google+redesign/apparel/kid+s/kid+s+infant,3,
2241578867926472295:1481293032,2241578867926472295:1481293032:52,/payment.html,5,
2241578867926472295:1481293032,2241578867926472295:1481293032:56,/ordercompleted.html,6,ORD201612092774
7866911767663069733:1481312908,7866911767663069733:1481312908:35,/store.html,3,
7866911767663069733:1481312908,7866911767663069733:1481312908:47,/yourinfo.html,5,
7866911767663069733:1481312908,7866911767663069733:1481312908:55,/revieworder.html,5,
0499173638332659780:1481306484,0499173638332659780:1481306484:12,/google+redesign/apparel/men++s/men++s+outerwear/quickview,2,
0499173638332659780:1481306484,0499173638332659780:1481306484:23,/google+redesign/apparel/men++s/men++s+t+shirts,1,
0499173638332659780:1481306484,0499173638332659780:1481306484:25,/google+redesign/apparel/men++s/men++s+t+shirts,3,
9935363478089463685:1481281048,9935363478089463685:1481281048:44,/google+redesign/bags/water+bottles+and+tumblers,3,
9935363478089463685:1481281048,9935363478089463685:1481281048:61,/payment.html,5,
4938394867462913976:1471609784,4938394867462913976:1471609784:14,/google+redesign/apparel/men++s/men++s+t+shirts,1,
7497654040371634388:1471648155,7497654040371634388:1471648155:11,/google+redesign/drinkware,1,
7497654040371634388:1471648155,7497654040371634388:1471648155:13,/google+redesign/drinkware,1,
7497654040371634388:1471648155,7497654040371634388:1471648155:33,/revieworder.html,5,
7735082895172674044:1471651977,7735082895172674044:1471651977:38,/google+redesign/lifestyle,1,
7735082895172674044:1471651977,7735082895172674044:1471651977:43,/google+redesign/lifestyle/quickview,2,
7336599802387183829:1471639207,7336599802387183829:1471639207:7,/google+redesign/drinkware,1,
7336599802387183829:1471639207,7336599802387183829:1471639207:8,/google+redesign/drinkware/quickview,2,
7336599802387183829:1471639207,7336599802387183829:1471639207:10,/google+redesign/drinkware/quickview,2,
7336599802387183829:1471639207,7336599802387183829:1471639207:11,/google+redesign/drinkware,3,
7407756872406502381:1471829159,7407756872406502381:1471829159:7,/store.html/quickview,2,
2345616772508435693:1471830245,2345616772508435693:1471830245:6,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
2345616772508435693:1471830245,2345616772508435693:1471830245:16,/google+redesign/bags/quickview,2,
2345616772508435693:1471830245,2345616772508435693:1471830245:20,/google+redesign/drinkware/quickview,2,
8302710133398660356:1471797798,8302710133398660356:1471797798:6,/google+redesign/apparel/men++s/men++s+t+shirts,3,
8302710133398660356:1471797798,8302710133398660356:1471797798:30,/store.html,3,
6232735730122462618:1471838262,6232735730122462618:1471838262:6,/google+redesign/apparel/men++s/men++s+t+shirts,3,
6232735730122462618:1471838262,6232735730122462618:1471838262:23,/google+redesign/bags,3,
6232735730122462618:1471838262,6232735730122462618:1471838262:51,/yourinfo.html,5,
6225210360701493625:1471847025,6225210360701493625:1471847025:26,/store.html/quickview,2,
6225210360701493625:1471847025,6225210360701493625:1471847025:28,/store.html,1,
6225210360701493625:1471847025,6225210360701493625:1471847025:33,/google+redesign/bags/quickview,2,
6225210360701493625:1471847025,6225210360701493625:1471847025:39,/google+redesign/bags,1,
6225210360701493625:1471847025,6225210360701493625:1471847025:43,/google+redesign/apparel/men++s/men++s+t+shirts,1,
6225210360701493625:1471847025,6225210360701493625:1471847025:48,/google+redesign/apparel/men+s+t+shirts/google+google+heavyweight+long+sleeve+hero+tee+navy.axd,3,
6225210360701493625:1471847025,6225210360701493625:1471847025:70,/google+redesign/apparel/men++s/men++s+t+shirts,1,
9894955795481014038:1471801706,9894955795481014038:1471801706:37,/payment.html,5,
9894955795481014038:1471801706,9894955795481014038:1471801706:62,/payment.html,5,
9894955795481014038:1471801706,9894955795481014038:1471801706:70,/yourinfo.html,5,
9894955795481014038:1471801706,9894955795481014038:1471801706:78,/google+redesign/electronics/quickview,2,
9894955795481014038:1471801706,9894955795481014038:1471801706:90,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
9894955795481014038:1471801706,9894955795481014038:1471801706:116,/google+redesign/apparel/men++s/men++s+t+shirts/quickview,2,
9894955795481014038:1471801706,9894955795481014038:1471801706:121,/basket.html,4,
