hitId,productName,productCategory,productRevenue,productPrice,productQuantity
6290338933035880902:1477639639:26,Engraved Ceramic Google Mug,(not set),,8990000,1
8405021411041815861:1477691086:5,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
8405021411041815861:1477691086:7,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
8405021411041815861:1477691086:9,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
8405021411041815861:1477691086:11,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
8405021411041815861:1477691086:16,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/,,104990000,
8405021411041815861:1477691086:22,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Performance Wear/,,98990000,
8405021411041815861:1477691086:24,Google Men's Convertible Vest-Jacket Pewter,Home/Apparel/Men's/Men's-Performance Wear/,,98990000,
640727253807589837:1477686071:7,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
640727253807589837:1477686071:9,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
640727253807589837:1477686071:11,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
640727253807589837:1477686071:19,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
640727253807589837:1477686071:21,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
640727253807589837:1477686071:24,Google RFID Journal,Home/Office/Notebooks & Journals/,,19990000,
640727253807589837:1477686071:26,Google RFID Journal,Home/Office/Notebooks & Journals/,,19990000,
640727253807589837:1477686071:28,Google RFID Journal,Home/Office/Notebooks & Journals/,,19990000,
640727253807589837:1477686071:30,Google RFID Journal,Home/Office/Notebooks & Journals/,,19990000,
3803364184957424266:1477705409:7,Maze Pen,Home/Office/Writing Instruments/,,990000,
3803364184957424266:1477705409:9,Maze Pen,Home/Office/Writing Instruments/,,990000,75
3803364184957424266:1477705409:12,Google Tube Power Bank,Home/Electronics/Power/,,16990000,
3803364184957424266:1477705409:14,Google Tube Power Bank,Home/Electronics/Power/,,16990000,15
3803364184957424266:1477705409:17,1 oz Hand Sanitizer,Home/Accessories/Fun/,,1990000,
3803364184957424266:1477705409:19,1 oz Hand Sanitizer,Home/Accessories/Fun/,,1990000,50
3803364184957424266:1477705409:22,24 oz USA Made Aluminum Bottle,Home/Drinkware/Water Bottles and Tumblers/,,9990000,
3803364184957424266:1477705409:24,24 oz USA Made Aluminum Bottle,Home/Drinkware/Water Bottles and Tumblers/,,9990000,5
3803364184957424266:1477705409:27,Google Twill Cap,Home/Apparel/Headgear/,,10990000,
3803364184957424266:1477705409:29,Google Twill Cap,Home/Apparel/Headgear/,,10990000,10
3803364184957424266:1477705409:36,Maze Pen,Office,76050000,990000,75
3803364184957424266:1477705409:36,Google Tube Power Bank,Electronics,256650000,16990000,15
3803364184957424266:1477705409:36,1 oz Hand Sanitizer,Lifestyle,101300000,1990000,50
3803364184957424266:1477705409:36,24 oz USA Made Aluminum Bottle,Drinkware,51750000,9990000,5
3803364184957424266:1477705409:36,Google Twill Cap,Apparel,111700000,10990000,10
7472757780363430821:1477685017:23,Leatherette Journal,Home/Office/Notebooks & Journals/,,10990000,
7472757780363430821:1477685017:31,Google Lunch Bag,Home/Accessories/Housewares/,,13990000,
7472757780363430821:1477685017:33,Google Lunch Bag,Home/Accessories/Housewares/,,13990000,1
7472757780363430821:1477685017:36,Yoga Mat,Home/Accessories/Sports & Fitness/,,22990000,
3803364184957424266:1477702668:3,Maze Pen,Home/Office/Writing Instruments/,,990000,
3803364184957424266:1477702668:5,Maze Pen,Home/Office/Writing Instruments/,,990000,75
3803364184957424266:1477702668:9,Google Tube Power Bank,Home/Electronics/Power/,,16990000,
3803364184957424266:1477702668:11,Google Tube Power Bank,Home/Electronics/Power/,,16990000,15
3803364184957424266:1477702668:14,1 oz Hand Sanitizer,Home/Accessories/Fun/,,1990000,
3803364184957424266:1477702668:16,1 oz Hand Sanitizer,Home/Accessories/Fun/,,1990000,50
3803364184957424266:1477702668:22,24 oz USA Made Aluminum Bottle,Home/Drinkware/Water Bottles and Tumblers/,,9990000,
3803364184957424266:1477702668:23,24 oz USA Made Aluminum Bottle,Home/Drinkware/Water Bottles and Tumblers/,,9990000,10
3803364184957424266:1477702668:24,24 oz USA Made Aluminum Bottle,Home/Drinkware/Water Bottles and Tumblers/,,9990000,5
3803364184957424266:1477702668:35,Google Twill Cap,Home/Apparel/Headgear/,,10990000,
3803364184957424266:1477702668:37,Google Twill Cap,Home/Apparel/Headgear/,,10990000,10
3714419989137336282:1477721976:16,Google Women's Performance Full Zip Jacket Black,${escCatTitle},,119990000,
3714419989137336282:1477721976:18,Google Women's Yoga Jacket Black,${escCatTitle},,104990000,
3714419989137336282:1477721976:20,Google Women's Yoga Jacket Black,${escCatTitle},,104990000,
3714419989137336282:1477721976:23,Google Women's Performance Full Zip Jacket Black,${escCatTitle},,119990000,
3714419989137336282:1477721976:27,Google Women's Performance Full Zip Jacket Black,${escCatTitle},,119990000,
3714419989137336282:1477721976:29,Google Women's Yoga Jacket Black,${escCatTitle},,104990000,
3714419989137336282:1477721976:32,Google Women's Performance Full Zip Jacket Black,${escCatTitle},,119990000,
3714419989137336282:1477721976:35,Google Women's Performance Full Zip Jacket Black,${escCatTitle},,119990000,
3714419989137336282:1477721976:37,Google Women's Performance Full Zip Jacket Black,${escCatTitle},,119990000,1
1814166460229302850:1477703873:4,Maze Pen,Home/Office/Writing Instruments/,,990000,
1814166460229302850:1477703873:6,Maze Pen,Home/Office/Writing Instruments/,,990000,250
1814166460229302850:1477703873:9,4-in-1 Carabiner Charger,Home/Electronics/Power/,,24990000,
1814166460229302850:1477703873:11,4-in-1 Carabiner Charger,Home/Electronics/Power/,,24990000,
1814166460229302850:1477703873:14,Recycled Mouse Pad,Home/Office/Office Other/,,1500000,
1814166460229302850:1477703873:16,Recycled Mouse Pad,Home/Office/Office Other/,,1500000,50
1814166460229302850:1477703873:28,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,,1990000,
1814166460229302850:1477703873:30,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,,1990000,20
1814166460229302850:1477703873:35,Google Tube Power Bank,Home/Electronics/Power/,,16990000,
1814166460229302850:1477703873:37,Google Tube Power Bank,Home/Electronics/Power/,,16990000,10
1814166460229302850:1477703873:41,Google Kick Ball,Home/Accessories/Sports & Fitness/,,1990000,
1814166460229302850:1477703873:43,Google Kick Ball,Home/Accessories/Sports & Fitness/,,1990000,50
1814166460229302850:1477703873:46,1 oz Hand Sanitizer,Home/Accessories/Fun/,,1990000,
1814166460229302850:1477703873:48,1 oz Hand Sanitizer,Home/Accessories/Fun/,,1990000,50
1814166460229302850:1477703873:51,Windup Android,Home/Accessories/Fun/,,3990000,
1814166460229302850:1477703873:53,Windup Android,Home/Accessories/Fun/,,3990000,10
1814166460229302850:1477703873:57,Rocket Flashlight,Home/Electronics/Flashlights/,,4990000,
1814166460229302850:1477703873:59,Rocket Flashlight,Home/Electronics/Flashlights/,,4990000,10
1814166460229302850:1477703873:62,Ballpoint Stylus Pen,Home/Office/Writing Instruments/,,5500000,
1814166460229302850:1477703873:64,Ballpoint Stylus Pen,Home/Office/Writing Instruments/,,5500000,15
1814166460229302850:1477703873:67,Google Car Clip Phone Holder,Home/Accessories/Housewares/,,6990000,
1814166460229302850:1477703873:69,Google Car Clip Phone Holder,Home/Accessories/Housewares/,,6990000,5
1814166460229302850:1477703873:72,"7"" Dog Frisbee",Home/Accessories/Pet/,,1500000,
1814166460229302850:1477703873:74,"7"" Dog Frisbee",Home/Accessories/Pet/,,1500000,5
1814166460229302850:1477703873:75,"7"" Dog Frisbee",Home/Accessories/Pet/,,1500000,5
1814166460229302850:1477703873:78,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,,2500000,
1814166460229302850:1477703873:80,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,,2500000,10
1814166460229302850:1477703873:96,Maze Pen,Office,247833333,990000,250
1814166460229302850:1477703873:96,Recycled Mouse Pad,Electronics,75333333,1500000,50
1814166460229302850:1477703873:96,Google Laptop and Cell Phone Stickers,Office,40133333,1990000,20
1814166460229302850:1477703873:96,Google Tube Power Bank,Electronics,170233333,16990000,10
1814166460229302850:1477703873:96,Google Kick Ball,Lifestyle,99833333,1990000,50
1814166460229302850:1477703873:96,1 oz Hand Sanitizer,Lifestyle,99833333,1990000,50
1814166460229302850:1477703873:96,Windup Android,Lifestyle,40233333,3990000,10
1814166460229302850:1477703873:96,Rocket Flashlight,Electronics,50233333,4990000,10
1814166460229302850:1477703873:96,Ballpoint Stylus Pen,Office,137833333,5500000,25
1814166460229302850:1477703873:96,Google Car Clip Phone Holder,Electronics,35283333,6990000,5
1814166460229302850:1477703873:96,7&quot; Dog Frisbee,Lifestyle,7833333,1500000,5
1814166460229302850:1477703873:96,SPF-15 Slim & Slender Lip Balm,Housewares,25333333,2500000,10
6014650251571133139:1477698035:2,Google Youth Girl Hoodie,Home/Apparel/Kid's/Kids-Youth/,,43990000,
200721417843853915:1477797706:3,Basecamp Explorer Powerbank Flashlight,Home/Accessories/,,22990000,
4932181053176242486:1477730793:4,26 oz Double Wall Insulated Bottle,Home/Drinkware/,,24990000,
9821978616309969347:1477794498:2,Google Alpine Style Backpack,Home/Bags/,,99990000,
9821978616309969347:1477794498:4,Google Alpine Style Backpack,Home/Bags/,,99990000,
0382994670061333660:1477783841:3,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,,16990000,
0382994670061333660:1477783841:4,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,,16990000,1
9935316131861557658:1477748743:4,Leather and Metal Ballpoint Pen,Home/Office/Writing Instruments/,,14390000,
6290338933035880902:1477759273:5,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,,8990000,
6290338933035880902:1477759273:7,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,,8990000,
0789292511313866195:1477797599:10,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,,18990000,
956811959766664057:1477733787:10,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
956811959766664057:1477733787:11,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
9699571339272890429:1477757079:13,Colored Pencil Set,Home/Office/,,2990000,
2012234884634288052:1477801475:12,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
2012234884634288052:1477801475:13,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
5879552143073361372:1477766538:3,Google Men's Heavyweight Long Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,,39990000,
5879552143073361372:1477766538:5,Google Men's Heavyweight Long Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,,39990000,
5879552143073361372:1477766538:10,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
5879552143073361372:1477766538:12,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
3943381268725787082:1477809713:4,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
3943381268725787082:1477809713:6,Google Rucksack,Home/Bags/Backpacks/,,69990000,
3943381268725787082:1477809713:8,Google Laptop Backpack,Home/Bags/Backpacks/,,99990000,
3943381268725787082:1477809713:10,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
3943381268725787082:1477809713:12,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
3943381268725787082:1477809713:14,Waterproof Backpack,Home/Bags/,,99990000,
3943381268725787082:1477809713:16,Waterproof Backpack,Home/Bags/,,99990000,
6347736525399420278:1477752167:7,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:8,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,,74990000,
6347736525399420278:1477752167:10,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:13,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:14,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:16,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:19,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:20,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477752167:23,Google Women's Quilted Insulated Vest White,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
6347736525399420278:1477752167:26,Google Women's Short Sleeve Hero Tee Sky Blue,Home/Apparel/Women's/Women's-T-Shirts/,,18990000,
6347736525399420278:1477752167:28,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,,16990000,
1697141318567425788:1477810279:5,Keyboard DOT Sticker,Home/Accessories/Stickers/,,1500000,
1697141318567425788:1477810279:7,Keyboard DOT Sticker,Home/Accessories/Stickers/,,1500000,
1697141318567425788:1477810279:10,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,,1990000,
1697141318567425788:1477810279:12,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,,1990000,
1697141318567425788:1477810279:17,Android BTTF Cosmos Graphic Tee,${escCatTitle},,19990000,
1697141318567425788:1477810279:25,Google Men's Skater Tee Charcoal,(not set),,19990000,1
6347736525399420278:1477795571:5,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477795571:7,Windup Android,Home/Accessories/Fun/,,3990000,
6347736525399420278:1477795571:9,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,,2500000,
6347736525399420278:1477795571:12,Bottle Opener Clip,Home/Accessories/Housewares/,,3500000,
6347736525399420278:1477795571:14,Bottle Opener Clip,Home/Accessories/Housewares/,,3500000,
6347736525399420278:1477795571:23,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,,8990000,
6347736525399420278:1477795571:25,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,,8990000,
6347736525399420278:1477795571:28,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,,16990000,
6347736525399420278:1477795571:30,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,,16990000,
6347736525399420278:1477795571:33,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,,19990000,
6347736525399420278:1477795571:34,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,,19990000,
6347736525399420278:1477795571:39,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477795571:40,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
6347736525399420278:1477795571:42,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
2734277132701240130:1483127773:3,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,,19990000,
2734277132701240130:1483127773:5,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,,19990000,1
2734277132701240130:1483127773:16,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,Apparel,21990000,19990000,1
2734277132701240130:1483127773:16,Google Ballpoint Pen Black,Office,3990000,1990000,1
9327002749085065904:1483134386:5,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
9327002749085065904:1483134386:6,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
9327002749085065904:1483134386:12,Google Phone Sanitizer,Home/Electronics/Electronics Accessories/,,97990000,
9327002749085065904:1483134386:14,Google Phone Sanitizer,Home/Electronics/Electronics Accessories/,,97990000,
9327002749085065904:1483134386:17,Google Device Stand,Home/Electronics/Electronics Accessories/,,4990000,
9327002749085065904:1483134386:19,Google Device Stand,Home/Electronics/Electronics Accessories/,,4990000,
1856749147915772585:1483109973:9,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,1
1856749147915772585:1483109973:10,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,,24990000,
1856749147915772585:1483109973:12,Google Men's Long Sleeve Raglan Ocean Blue,${escCatTitle},,24990000,1
1856749147915772585:1483109973:13,Google Men's Long Sleeve Raglan Ocean Blue,${escCatTitle},,24990000,1
1856749147915772585:1483109973:17,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/,,24990000,
2734277132701240130:1483126232:3,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,,19990000,
2734277132701240130:1483126232:5,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,,19990000,1
2734277132701240130:1483126232:10,Google Ballpoint Pen Black,Home/Office/Writing Instruments/,,1990000,
2734277132701240130:1483126232:12,Google Ballpoint Pen Black,Home/Office/Writing Instruments/,,1990000,1
2734277132701240130:1483126232:18,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,${escCatTitle},,19990000,
2734277132701240130:1483126232:20,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,${escCatTitle},,19990000,
7372805811422677317:1483125305:8,Google Bluetooth Speaker-Power Bank,Home/Electronics/Power/,,76990000,
7372805811422677317:1483125305:10,Google 2200mAh Micro Charger,Home/Electronics/Power/,,22990000,
7372805811422677317:1483125305:12,Google 2200mAh Micro Charger,Home/Electronics/Power/,,22990000,
7372805811422677317:1483125305:14,Clip-on Compact Charger,Home/Electronics/Power/,,59990000,
7372805811422677317:1483125305:21,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/Women's-Performance Wear/,,98990000,
7372805811422677317:1483125305:23,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/Women's-Performance Wear/,,98990000,
7372805811422677317:1483125305:26,Google Women's Quilted Insulated Vest Black,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
7372805811422677317:1483125305:28,Google Women's Quilted Insulated Vest White,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
7372805811422677317:1483125305:30,Google Women's Quilted Insulated Vest White,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
7372805811422677317:1483125305:37,Google Women's Quilted Insulated Vest Black,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
7372805811422677317:1483125305:38,Google Women's Quilted Insulated Vest Black,Home/Apparel/Women's/Women's-Outerwear/,,74990000,
7725691113815221366:1483149870:16,Android Rise 14 oz Mug,Home/Shop by Brand/Android/,,10390000,
7725691113815221366:1483149870:18,Waze Baby on Board Window Decal,(not set),,2390000,1
7725691113815221366:1483149870:27,Softsided Travel Pouch Set,Home/Accessories/Fun/,,8790000,
7725691113815221366:1483149870:28,Softsided Travel Pouch Set,Home/Accessories/Fun/,,8790000,1
7725691113815221366:1483149870:35,Google Sunglasses,${escCatTitle},,2800000,1
7725691113815221366:1483149870:42,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/Water Bottles and Tumblers/,,10390000,
7725691113815221366:1483149870:44,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/Water Bottles and Tumblers/,,10390000,1
7725691113815221366:1483149870:52,Waze Mobile Phone Vent Mount,Waze,6923333,5590000,1
7725691113815221366:1483149870:52,Waze Mood Original Window Decal,Waze,2923333,1590000,1
7725691113815221366:1483149870:52,Softsided Travel Pouch Set,Bags,10123333,8790000,1
7725691113815221366:1483149870:52,Google Sunglasses,Lifestyle,4133333,2800000,1
7725691113815221366:1483149870:52,Google Sunglasses,Lifestyle,4133333,2800000,1
7725691113815221366:1483149870:52,Android Glass Water Bottle with Black Sleeve,Drinkware,11723333,10390000,1
7707048416874532504:1483148096:2,Waterproof Backpack,Home/Bags/Backpacks/,,99990000,
1239824386567831518:1483158217:2,Google Alpine Style Backpack,Home/Bags/,,99990000,
1239824386567831518:1483158217:4,Google Alpine Style Backpack,Home/Bags/,,99990000,
9058980052168113494:1483142526:3,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
9058980052168113494:1483142526:5,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
9058980052168113494:1483142526:7,Google Men's  Zip Hoodie,${escCatTitle},,55990000,
3629157550933568222:1483162502:5,Google Youth Baseball Raglan Heather/Black,Home/Apparel/Kid's/Kids-Youth/,,24990000,
3629157550933568222:1483162502:7,Google Youth Baseball Raglan Heather/Black,Home/Apparel/Kid's/Kids-Youth/,,24990000,
0963029213366629162:1483142442:2,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
0963029213366629162:1483142442:5,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,,24990000,
0963029213366629162:1483142442:7,20 oz Stainless Steel Insulated Tumbler,Home/Drinkware/,,24990000,1
7400153334064056683:1483141737:3,Metal Texture Roller Pen,Home/Office/Writing Instruments/,,28990000,
7400153334064056683:1483141737:5,Metal Texture Roller Pen,Home/Office/Writing Instruments/,,28990000,
7400153334064056683:1483141737:7,Metal Texture Roller Pen,${escCatTitle},,28990000,1
7400153334064056683:1483168032:5,Metal Texture Roller Pen,Home/Office/Writing Instruments/,,28990000,
7400153334064056683:1483168032:6,Metal Texture Roller Pen,Home/Office/Writing Instruments/,,28990000,1
1925179691949816027:1483120351:6,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
1925179691949816027:1483120351:8,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,1
8271729065579645365:1483122882:9,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
8271729065579645365:1483122882:11,Google Alpine Style Backpack,Home/Bags/Backpacks/,,99990000,
8271729065579645365:1483122882:13,Google Rucksack,Home/Bags/Backpacks/,,69990000,
8271729065579645365:1483122882:15,Google Rucksack,Home/Bags/Backpacks/,,69990000,
0107149813406322139:1480602765:11,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
0107149813406322139:1480602765:12,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
0107149813406322139:1480602765:14,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,1
0107149813406322139:1480602765:17,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,,34990000,
0543568477024056416:1480623814:8,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/,,98990000,
0543568477024056416:1480623814:9,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/,,98990000,
6705077027918221541:1480596349:4,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,,109990000,
6705077027918221541:1480596349:6,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,,109990000,
6705077027918221541:1480596349:8,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,,109990000,
6705077027918221541:1480596349:17,Google Tube Power Bank,Home/Electronics/Power/,,16990000,
6705077027918221541:1480596349:19,Google Power Bank,Home/Electronics/Power/,,55990000,
6705077027918221541:1480596349:21,Google Power Bank,Home/Electronics/Power/,,55990000,
8413068470512078084:1480608297:4,Gift Card - $50.00,Home/Gift Cards/,,50000000,
425103075439546327:1480597504:2,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,,16990000,
425103075439546327:1480597504:4,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,,34990000,
1955678217692268853:1480629908:5,26 oz Double Wall Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,,19990000,
8361395560088602460:1480656071:6,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,,24990000,
8173065695593278251:1480625368:4,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
8173065695593278251:1480625368:6,Google Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,,55990000,
2030552283451270339:1480653202:4,Google Bongo Cupholder Bluetooth Speaker,Home/Electronics/Audio/,,59990000,
2030552283451270339:1480653202:6,Google Bongo Cupholder Bluetooth Speaker,Home/Electronics/Audio/,,59990000,1
2611766745622164068:1480634600:7,YouTube Youth Short Sleeve Tee Red,Home/Apparel/Kid's/Kids-Youth/,,18990000,
4534344493915389422:1480643631:7,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,,16990000,
1586277532580696306:1480633358:3,Android Men's  Zip Hoodie,Home/Shop by Brand/Android/,,55990000,
2808734472707095716:1480620116:8,Google Rucksack,Home/Bags/Backpacks/,,69990000,
2808734472707095716:1480620116:10,Google Laptop Tech Backpack,Home/Bags/Backpacks/,,47990000,
0702405945841996412:1480627713:6,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Shop by Brand/Google/,,16990000,
0702405945841996412:1480627713:7,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Shop by Brand/Google/,,16990000,
5672365475230531297:1480664556:3,Recycled Mouse Pad,Home/Accessories/,,1500000,
5672365475230531297:1480664556:6,Google Water Resistant Bluetooth Speaker,Home/Electronics/Audio/,,34990000,
2431324622864980022:1480599706:10,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,,8990000,
2431324622864980022:1480599706:11,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,,8990000,1
8413068470512078084:1480620889:4,Gift Card - $50.00,Home/Gift Cards/,,50000000,
8413068470512078084:1480620889:5,Gift Card - $50.00,Home/Gift Cards/,,50000000,1
8413068470512078084:1480620889:6,Gift Card - $50.00,Home/Gift Cards/,,50000000,1
8413068470512078084:1480620889:7,Gift Card - $50.00,Home/Gift Cards/,,50000000,1
8413068470512078084:1480620889:13,Gift Card - $50.00,Gift Cards,58000000,50000000,1
1273986582513998319:1480613900:6,Google Stylus Pen w/ LED Light,Home/Office/,,5500000,
1273986582513998319:1480613900:8,Four Color Retractable Pen,Home/Office/,,2990000,
1273986582513998319:1480613900:10,Four Color Retractable Pen,Home/Office/,,2990000,
8681536568147881987:1480648191:2,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,,18990000,
8681536568147881987:1480648191:3,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,,16990000,
8681536568147881987:1480648191:5,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,,16990000,1
8681536568147881987:1480648191:16,YouTube Men's Vintage Henley,(not set),,29990000,1
8413068470512078084:1480613344:3,Gift Card - $50.00,Home/Gift Cards/,,50000000,
8413068470512078084:1480613344:5,Gift Card - $50.00,Home/Gift Cards/,,50000000,1
8413068470512078084:1480613344:12,Gift Card- $100.00,Home/Gift Cards/,,100000000,
8413068470512078084:1480613344:14,Gift Card - $50.00,Home/Gift Cards/,,50000000,
8413068470512078084:1480613344:16,Gift Card - $50.00,Home/Gift Cards/,,50000000,
8662457094780913111:1480607119:3,Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,,4990000,
